S#,C#,GRADE
2195897321,GNED100401,87.6
2221685253,INDE400601,82.7
2216944048,INDE501001,98.9
2217293491,LITE501321,98.7
2211948583,MACH000201,53.7
JL21986392,INSM401601,92.4
JL22232817,MACH391401,null
2215185412,MATH400121,80.2
JL22228119,INSM401501,92.9
2217495436,FEES400301,68.5
2199295189,MACH392201,null
2229074325,GNED115200,87.0
2225372704,LITE304621,71.6
2220090121,LITE305021,39.2
2221453220,GNED101001,68.4
2223987668,GNED100601,95.0
2193867221,INDE400601,62.3
2205650430,INSM000101,97.0
2215196747,GNED100901,83.4
2212005273,LITE101321,18.5
2192138809,FEES400301,83.3
2220506378,INSM401501,48.7
2208603890,GNED106292,69.1
JL22268243,JZSJ900101,69.5
2210148681,INSM302201,null
2221685253,LITE303221,39.5
2218281579,LITE401521,65.1
2211220656,MACH391401,91.1
2212711906,FEES400301,69.4
2192143007,INDE400101,84.7
2227841763,LITE401121,71.8
2217693062,GNED110400,73.9
JL22087368,INDE500801,null
2221439646,JZSJ900101,82.7
JL22075068,GNED115200,53.6
2203315818,LITE401821,88.0
2191288698,MATH400121,59.5
2210586651,GNED100401,81.5
JL22129773,LITE402421,89.0
JL21956549,INDE900801,93.9
2212028859,LITE402321,null
2207523348,INSM401201,null
2229027418,LITE200521,72.4
2204270650,LITE401821,72.4
2197605025,LITE501121,83.3
2195448773,GNED100601,47.2
2212581658,LITE401121,null
2200026968,INDE501001,87.3
2197127525,LITE306221,78.9
2214035774,MACH392301,null
2215196747,INSM501901,88.7
2224604427,SOCP100190,89.7
2193083329,CORE102600,null
2204531961,LITE305421,87.0
2211011284,MACH392001,87.2
2226041482,INDE900301,56.7
2218018122,MACH400301,65.0
2215629141,ITDE500601,76.9
2216646982,MACH000101,null
JL21993620,INSM401801,67.3
2214074682,MACH390801,null
2193997415,SOCP100190,60.7
2227841763,MACH392001,null
2223813921,INSM401501,93.4
JL22232817,MACH391201,null
2204079415,LITE502221,92.5
2199555042,INSM502001,71.1
2222504770,LITE306821,72.4
2208603890,LITE302321,94.1
JL22013848,JZSJ900301,82.1
2205512985,FEES400301,76.6
2216350852,LITE303021,null
2199712250,MACH391201,46.6
2228764844,INSM502101,null
2221928896,MACH392401,null
2211238995,INDE300601,null
2228142267,INSM501901,85.2
2214380224,LITE402321,81.5
JL22245899,LITE501321,91.7
2227841763,LITE402421,65.4
2211948889,LITE402421,88.7
2201018326,LITE501121,80.4
2205269050,CORE102600,54.5
2208855253,MACH000101,55.9
2201968559,AUTO544905,76.9
2190327547,GNED106392,83.0
JL22222362,LITE401121,90.1
JL21933809,GNED106292,81.4
2198986021,INSM900101,65.6
2191864015,LITE302321,null
2210922603,ITDE500601,95.3
2227986592,INDE501001,null
2207861557,INSM302001,93.5
2204061958,LITE305821,97.5
2204758389,LITE306821,52.3
2222596723,INSM502001,86.0
2194759784,LITE304421,63.4
2210237286,JZSJ900121,80.2
2211011284,LITE402621,59.9
2192004102,INSM401801,59.8
2223813921,GNED106392,86.0
JL22252352,GNED100401,76.4
2191288698,MATH400121,59.7
2229027418,LITE402321,87.7
2223381898,GNED110400,66.6
2222381192,FEES400501,null
2199955537,JZSJ900121,62.8
2224578041,INSM502001,95.4
2209858928,MACH392001,null
JL22240435,LITE305621,null
2220407438,GNED106492,88.8
JL22022091,INDE000701,63.4
2206767598,INSM501901,59.6
2190868876,LITE305421,98.2
2195696139,MACH392401,null
2192825623,LITE302321,null
2195807279,FEES400101,70.4
2200872797,CORE102600,58.8
2220876383,AUTO544905,73.4
JL22112734,INSM502101,57.1
JL22137004,JZSJ900121,83.2
2196733799,INSM401801,69.2
2210521450,LITE401821,72.4
2204430990,MACH000101,67.2
2201078084,LITE401521,89.5
2210515241,LITE306921,95.5
2197276111,INDE900301,79.0
2196560128,LITE306221,null
2190868876,GNED106392,71.9
2227487099,JZSJ900121,77.3
JL22115350,MACH391201,null
2205666652,LITE401121,83.2
2196252065,GNED100901,67.8
2222808290,LITE401821,66.2
2197276111,LITE306821,93.7
2215625789,CORE102600,83.6
2215480562,INDE901001,81.9
2220154964,INSM900101,36.0
2216119028,BSIS400121,53.6
2197632031,GNED106292,null
2204727079,INDE901001,89.4
2197462818,INSM401501,60.9
2223908222,LITE302721,70.8
2224249439,LITE303221,60.7
2206277422,LITE402321,98.9
2204067262,MACH391501,60.9
2194590680,GNED101101,61.5
2219471450,INSM502101,82.9
2220605100,MACH000101,86.3
2203899597,LITE305021,93.9
2190197058,INSM401801,73.3
2194490065,LITE401821,74.0
2203971487,LITE401121,87.5
2214508750,INSM302201,72.1
JL22006930,INDE401401,63.1
2210922603,LITE307021,86.2
2218098258,LITE101321,91.8
2228359424,MACH400301,82.5
2224905295,INSM302001,34.1
2209071333,MACH390901,null
2193836106,FEES500101,65.5
2220486760,LITE306321,76.2
JL22182937,INSM502101,87.7
2226212297,MACH391201,78.1
JL22001375,MACH000201,59.9
2216987306,LITE200321,79.0
2191718121,FEES400501,null
2192341356,LITE101021,70.7
JL22053110,MACH391401,87.4
2190186105,JZSJ900101,null
2204105873,LITE502221,99.2
2195461171,INDE500801,67.7
2196895336,LITE501121,69.8
2201018326,GNED106392,64.4
2207235834,INDE900301,43.1
2212292641,LITE200521,95.7
2193997415,INSM502101,80.3
2222268852,INDE901001,null
2211960426,MACH392001,56.6
2208632211,MACH391401,81.2
2195696139,MACH391401,null
2199854513,MACH392001,74.2
JL22040259,LITE307021,70.6
2205159699,GNED101001,75.2
2204430990,LITE502221,62.5
2219471450,GNED106292,null
2195072567,INSM401801,76.0
2202910055,LITE305821,74.1
2223189444,LITE304621,null
2203320961,MACH000201,null
2197462818,INSM401501,64.7
2197971878,INSM401501,79.8
2199712250,LITE101121,50.7
JL22068348,AUTO544905,77.6
2195546800,MACH390901,72.0
2221109638,INDE500801,81.4
2224120773,INSM401801,79.0
2199942832,MACH000101,82.2
2212973577,FEES400501,74.3
2229443238,ITDE500701,63.7
2205185638,LITE502121,75.4
2216249264,GNED106492,74.9
2200933621,MATH400121,77.7
2202470738,LITE401421,83.4
2195153825,AUTO544905,78.7
2222503625,INDE901001,64.8
2222610011,INSM401801,63.0
JL22232817,GNED106492,61.4
JL22115350,FEES500101,82.3
2222785726,LITE305321,83.0
2197604359,MACH392201,63.2
2196834156,MATH400121,50.1
JL22109661,INSM302201,99.1
2194634097,INSM000101,48.1
2197476939,LITE305321,53.9
2226583471,CORE102600,26.0
2224249439,ITDE500601,91.6
2210148681,INDE401501,null
2223381898,INDE401401,69.7
2203320961,GNED106392,85.9
2227315699,FEES400301,71.3
JL22234364,LITE402321,79.4
2221335401,GNED101101,92.2
2201078084,GNED100901,98.1
2226668631,INSM900101,null
2220817022,LITE306321,69.8
2204079415,LITE304621,null
2227230580,SOCP100190,82.4
2209996472,LITE101021,59.8
2191384715,MACH391501,98.8
2199518975,LITE306321,93.1
2229443238,JZSJ900301,82.7
2199712250,LITE306921,88.9
2211244085,LITE304421,88.1
2193187844,LITE306321,77.0
2227487099,LITE402621,61.2
2190460988,MACH391401,78.7
2213719404,GNED106292,82.4
2190038824,LITE200321,null
JL22137004,INDE400601,96.2
JL22182296,CORE102600,76.1
2209576392,FEES400101,60.1
2222674330,LITE401121,null
JL22013848,GNED106392,91.8
2194947913,MACH392401,70.4
2196691226,LITE305621,92.6
2191932556,GNED110400,62.8
2210659748,GNED100601,57.4
2199854513,LITE200321,68.7
2228948373,LITE401521,53.8
2218169975,FEES400501,83.3
JL22045182,LITE305821,57.0
2208472165,GNED106292,58.9
2209660764,SOCP100190,89.4
2217962485,LITE306121,68.1
2228679987,LITE305621,66.1
2195049768,LITE304621,null
2198330363,GNED100601,null
JL22281019,INDE400101,60.3
2226212297,CORE102600,70.7
JL22232817,LITE306321,57.2
2229584507,INDE000701,56.7
2195429530,GNED101101,66.9
2212026425,GNED101101,77.7
2224849603,INSM000101,76.7
2218436556,INSM502001,null
JL22129773,INSM302001,71.3
2193783039,SOCP100190,96.4
2216311834,LITE306121,45.7
2195568103,GNED100401,92.9
JL21994570,GNED115200,null
2217607115,MACH400301,79.8
2219471450,GNED100401,91.5
2229071720,LITE401821,90.8
2211246633,INSM502001,80.6
2213083704,CORE102600,93.4
2200440173,MACH391201,66.6
2225502370,INDE000701,56.7
2208007143,FEES300101,null
2223431384,GNED106392,84.3
2218351535,INSM302001,70.9
2229016938,INDE401401,81.9
2223495853,CORE102600,79.6
JL21987460,LITE501321,75.1
2215629141,LITE101121,56.3
2215374290,LITE101321,59.1
2200341790,INDE400601,67.5
2229016938,MATH400121,80.6
2196825251,MACH391401,null
2200582509,MACH392001,null
JL22236042,INSM401201,74.5
2222882814,INSM401201,58.3
2204531961,LITE402421,73.0
2200138838,INDE000701,null
2195816633,LITE302721,59.9
2227292331,LITE304621,78.2
2222561139,GNED106292,44.7
JL22086675,MACH391401,62.9
2208402186,GNED101001,98.1
2191288698,LITE402621,null
2203225789,LITE101021,79.2
2210679012,GNED100701,null
2207165215,MACH391401,65.7
2229426190,MACH390801,55.5
2219895854,LITE302321,96.2
2216185143,INDE000701,91.8
2204430990,INDE000701,99.6
2194759784,MACH392401,null
2197276111,LITE306921,68.8
JL21919179,INDE000701,49.6
2213620693,INDE401501,93.8
2207150892,INSM900301,50.8
2229016938,GNED106492,null
JL21919179,INSM401501,46.2
2190833759,LITE303021,72.7
2218351535,SOCP100190,58.6
2201626426,LITE502221,53.5
2193848104,GNED101101,66.2
2218176742,GNED106392,64.8
2207299612,LITE306121,86.9
2198279568,INDE501001,94.4
2222059347,JZSJ900101,82.1
2198992036,LITE304421,74.9
2196348353,LITE306921,91.6
2205666652,LITE306921,88.4
2190327547,INSM501901,29.9
2216616451,INSM501901,74.0
2194050459,GNED101101,52.4
2207389931,INSM900101,null
2220154964,INDE401401,41.4
2215428860,INSM401801,94.7
2190327547,LITE501321,null
2204393364,INSM401501,97.4
2215897842,MACH392201,null
2207651387,GNED101001,75.3
2194496091,INDE500801,78.6
2221044974,INSM302201,97.0
2199942832,LITE101321,76.5
2200920454,LITE306821,77.8
2197127525,MACH392401,83.6
2205747004,INDE501001,79.7
2211028134,INDE500901,31.2
2218323005,LITE401521,90.5
2196782232,LITE501321,77.7
2210895724,LITE101021,81.5
2206204587,MACH400301,59.8
2195160291,MACH390801,82.1
2222996102,INSM302201,85.9
2214346014,LITE306821,77.3
2225502370,INSM401501,null
2204270650,LITE304621,95.9
2216933565,GNED101101,78.1
2212085607,INSM401201,72.1
2220605100,LITE501121,73.5
2215662842,MACH392201,65.0
2223002853,LITE305621,64.6
JL22206505,LITE305421,null
2215797903,INSM000101,54.1
2220992831,INSM900101,94.6
2204350999,LITE101321,null
2216371815,LITE304421,64.6
2208696221,LITE402421,89.7
2219988811,CORE102600,86.2
2202069590,JZSJ900101,66.7
2206048528,INDE501001,98.9
2204061958,LITE304421,75.6
2199922414,JZSJ900121,62.8
2199392543,LITE302321,82.0
2194856339,FEES400301,69.1
2206456462,LITE304421,77.5
2201013497,GNED106292,58.6
2208055289,MACH392301,67.9
2228764844,INSM401501,92.1
2191743723,LITE306821,67.8
2207299612,LITE305821,92.8
2211886737,FEES500101,97.8
2227123322,LITE200521,77.1
2195800020,GNED100901,null
2227841763,LITE101321,71.8
2211028134,LITE401521,null
2226033116,MATH400121,64.6
2220587601,LITE303221,99.6
2209207361,MACH392401,63.7
2192138809,BSIS400121,47.0
2196724776,LITE501321,null
2208584734,FEES300101,79.1
2215374290,BSIS400121,59.4
2204593432,LITE401521,79.3
JL22252352,AUTO544905,92.7
JL22047151,SOCP100190,85.6
2211082395,AUTO544905,59.4
2214660591,LITE402421,54.5
2219231679,LITE402621,68.8
2191288698,AUTO544905,63.8
2201893453,LITE401421,73.8
2220992831,GNED106492,92.1
2229683357,LITE401421,88.8
2207327278,LITE307021,59.4
2218169975,FEES500101,88.6
2197375487,LITE302321,null
2215185412,JZSJ900121,94.7
2195568103,INSM302001,79.2
2190745537,INSM302201,77.7
2205185638,CORE102600,null
2217495436,GNED106292,88.0
JL21957877,LITE303021,77.4
2224849603,INSM302001,89.9
2194772724,INDE401601,null
2210173888,CORE102600,76.4
2191384715,GNED106292,55.2
JL22255912,MACH390901,80.1
JL21994570,LITE303221,50.9
2190369724,MACH000201,72.3
2191391380,INSM401201,null
2212166682,MACH400301,74.8
2205666652,LITE305421,56.6
2220034097,LITE101121,59.7
2218380408,LITE305021,71.0
2200098061,MACH400301,null
2194916534,GNED100701,null
2218135082,LITE401821,77.0
JL21987460,INDE401401,60.6
2209576392,MACH391201,90.4
2195448773,LITE306921,94.1
2225336905,LITE304621,97.4
2201405952,LITE305621,83.8
JL21956549,INSM401801,70.6
2215488139,LITE306321,73.9
2208472165,MACH391401,56.7
2217717189,MACH391401,100.0
2217959034,MACH000201,67.3
2198992036,LITE101121,91.9
2223189444,INDE501001,71.9
2190369724,MACH391501,null
2217915164,JZSJ900301,null
2220154964,INDE000701,74.9
2211254960,GNED106492,73.4
2211104249,LITE305321,65.1
JL22142352,MACH392001,96.5
2214197053,LITE305021,77.6
2195077237,GNED106292,69.3
2220894547,GNED106392,85.3
2191952580,INSM401601,61.5
2220163322,GNED106292,null
JL22047151,MACH391401,78.2
2225502370,INDE500901,88.3
2229914911,LITE306321,70.2
2198992036,LITE303721,null
JL21942216,JZSJ900101,70.0
JL21921615,LITE307021,87.0
2207049530,GNED106492,44.5
2211661449,LITE200321,91.3
2204576915,INSM302001,null
2211948889,INDE400101,91.5
2216944048,INDE401501,93.6
2212376150,LITE303721,73.6
2219895854,INDE901001,64.8
2228948373,GNED101001,97.7
2195777977,INDE500801,74.1
2223597617,LITE401421,null
2212757351,LITE306121,58.3
2213249211,GNED100401,71.0
2220629197,INSM502101,58.7
2206089827,LITE101021,56.3
2190611825,GNED106492,81.2
2195160291,FEES400101,69.6
2200582509,FEES500101,74.1
2226041482,ITDE500701,54.1
2215575684,LITE305821,81.8
2190444407,INDE501001,93.6
2220540481,LITE502221,89.7
2206429606,LITE200521,71.4
2199021248,MACH000201,73.7
JL21924326,INSM401501,96.1
2225336905,LITE401521,97.9
2218169975,LITE305321,52.6
2214035774,LITE304621,99.7
2205714505,INSM900101,95.0
2223342095,LITE306821,87.1
2215480562,JZSJ900301,81.7
2205257679,LITE402621,93.3
JL22001375,LITE303221,75.4
2213719404,CORE102600,null
2223465182,GNED115200,45.4
JL21924326,CORE102600,74.5
2227713932,MACH391401,61.3
2190327547,LITE402321,86.9
JL22268243,LITE502121,80.8
2206540077,INDE400601,null
2225593084,LITE303221,null
2214346014,INDE401401,88.1
2204531961,LITE303021,87.5
2209316448,INDE401401,86.9
2216350852,MATH400121,null
2229032518,LITE402321,82.1
2217959034,LITE402321,97.8
2195153825,INDE401401,50.8
2207294072,INDE900201,86.8
2224286522,LITE101321,80.5
2192663922,CORE102600,27.0
2212324590,INDE900201,76.4
2199555042,LITE305021,42.0
2223611160,GNED100401,87.8
2213098491,FEES500101,50.1
2227706944,MACH400301,93.8
2204270650,INDE401601,71.9
2202014275,INSM401201,64.7
JL21957877,LITE401421,88.8
2206204587,GNED106392,74.3
2193115301,MACH400301,80.9
2217717189,INSM900101,61.1
2194114443,LITE101321,null
2213647394,INDE401601,88.1
JL21941350,LITE305321,63.9
2200891445,MACH400301,null
2192665577,LITE305821,95.3
JL22133278,GNED106392,61.6
2213649171,INSM401501,68.5
2198151239,INSM302001,93.8
2227872334,INSM000101,57.3
2195816633,GNED100901,null
2212973577,GNED101101,75.8
2225593084,INSM900301,null
2204079415,INDE501001,76.2
2191379259,MACH392201,64.5
2190038824,LITE402421,94.4
2195469338,INSM302001,95.9
2211661449,LITE305821,55.4
2209348555,LITE401121,72.0
2226439124,FEES400101,71.8
2192900939,GNED100901,75.8
2203315818,INSM502001,null
2220163322,INSM401601,62.5
2206762710,LITE502221,78.5
2201802647,JZSJ900121,69.5
2224849603,LITE303221,null
JL22274787,LITE303721,86.8
2212973577,FEES300101,85.7
2200049881,SOCP100190,93.5
2213647394,INSM302201,56.3
2202456514,LITE401121,66.5
2213647394,FEES300101,55.7
2205747004,INDE500901,97.0
2207462533,CORE102600,92.9
JL22109661,LITE303221,null
JL22086058,INDE500801,84.0
2215567948,MATH400121,50.2
2223002853,INSM401601,71.2
2217693062,JZSJ900121,89.8
2204098768,CORE102600,68.8
2215629141,CORE102600,74.2
2206048528,GNED106292,78.2
2213428607,INSM401801,74.1
JL21941350,INSM900101,55.9
2194916534,LITE305821,29.5
2195469338,INSM900101,72.6
2190745537,LITE307021,78.6
2211104249,MACH000101,49.0
2219759945,INDE500801,46.5
2211793385,INDE500801,85.2
2222190189,GNED100701,91.4
2201968559,LITE401421,null
2211886737,FEES500101,81.8
2225611204,LITE306321,67.0
2221100858,LITE306121,86.9
2217495436,FEES500101,90.0
2196783308,MACH392201,null
2223371934,GNED106392,44.0
2223987668,ITDE500601,62.4
2224212322,LITE402621,56.7
2208007143,MACH392301,82.8
2193870304,LITE304621,null
JL22113164,LITE303021,80.0
JL22086675,LITE401121,87.4
2215459142,INDE901001,null
2222609398,LITE302721,94.7
2229584507,MATH400121,79.0
2210148681,INSM302001,53.8
2226212297,LITE402621,86.5
2224120773,GNED100901,85.3
2224286522,LITE402621,89.3
2220540481,LITE303721,93.2
2215921996,FEES400301,41.1
2225372704,LITE401121,51.9
2204727079,LITE501121,78.2
JL21957877,GNED101001,56.7
2199662571,AUTO544905,70.1
2211661449,MACH391401,67.6
2202910055,LITE502221,41.7
2226668631,INDE501001,51.3
2207299612,INDE900801,null
2202512981,FEES300101,86.2
2222239016,GNED101101,87.8
2214804955,GNED100901,85.5
2192281149,INDE900201,84.8
2214802681,INSM401501,41.9
2219895854,INSM502101,76.3
2222785726,SOCP100190,73.6
JL22222362,GNED106292,51.4
2205650430,MACH392301,80.5
2223381898,INDE401501,87.7
JL22259764,LITE401521,83.8
2191891414,GNED106392,57.5
JL22068348,LITE200521,64.8
2198993184,LITE501121,67.3
2195887286,GNED110400,90.9
2221928896,LITE401121,61.9
2202069590,LITE402421,67.5
2217693062,LITE303021,null
2194340221,LITE303221,null
2225161011,LITE306221,71.7
2219078227,LITE402621,76.5
2212509827,MACH391401,null
2212026425,LITE402321,43.2
2216371815,INSM401601,61.3
2199942832,LITE200321,77.0
JL21942216,LITE401821,81.9
2194050459,INSM502101,72.1
2218630750,MACH390801,77.4
2199052893,LITE304421,null
2210659748,GNED100601,76.1
2220677463,LITE501321,74.3
2226110631,INDE400101,33.3
2221651483,FEES400301,97.0
2196165268,LITE302721,77.3
2199662571,LITE101321,79.8
JL22015762,FEES400501,63.9
2204061958,FEES400501,89.2
2207546468,INSM302001,92.6
JL22053110,AUTO544905,62.7
2206762710,MACH392001,72.9
2199518975,LITE306821,null
2205802012,INDE901001,49.1
2219853491,LITE502221,35.2
2193179551,LITE305821,69.8
2220490443,GNED106492,null
2220587601,LITE302321,70.4
JL22012808,FEES400501,91.9
2204819248,ITDE500701,84.2
2195160291,LITE303221,79.4
JL22025113,LITE200321,89.6
2210406956,LITE402621,null
2199942832,MACH391201,74.7
2202662239,MACH392401,null
2205237518,INSM302201,95.4
2225826872,INDE500901,99.3
2222808290,FEES500101,null
JL22190052,MACH391201,54.3
2211773408,LITE200521,77.6
JL22018362,INDE500801,50.8
2210237286,INSM401501,48.8
2207546468,FEES400301,81.0
2214117863,LITE303721,67.7
2213647394,LITE305821,83.0
2226110631,LITE402421,68.4
2213589879,LITE306921,71.2
JL22212440,LITE501321,85.6
2199771962,INSM401501,74.4
2190206969,LITE305821,68.3
2214804955,LITE303021,78.9
JL22240435,MACH400301,70.7
2206192544,LITE307021,77.1
2211254960,INSM401801,78.8
2198671524,MACH390901,75.4
JL21936931,FEES300101,88.0
2219853491,INDE501001,73.8
2217583894,MACH400301,51.3
2211794411,LITE305021,90.0
2219489078,INSM302201,90.1
2220417908,GNED100601,69.7
2193365656,MACH391201,65.5
2202851376,MACH390901,48.5
2224179472,INSM401501,null
